id,phenograph,ct_broad
16718,18,immune cell
16719,-1,other
16720,-1,other
16722,4,cancer cell
16723,8,other
16725,26,immune cell
16726,26,immune cell
16727,2,cancer cell
16730,21,endothelial cell
16731,-1,other
16732,9,other
16735,9,other
16737,8,other
16739,13,immune cell
16740,20,cancer cell
16745,18,immune cell
16750,3,cancer cell
16753,9,other
16754,9,other
16755,-1,other
16756,25,immune cell
16758,2,cancer cell
16759,-1,other
16760,25,immune cell
16762,5,cancer cell
16764,-1,other
16767,18,immune cell
16770,25,immune cell
16771,9,other
16772,-1,other
16773,25,immune cell
16775,2,cancer cell
16776,18,immune cell
16777,18,immune cell
16779,-1,other
16780,-1,other
16781,19,other
16789,21,endothelial cell
16791,18,immune cell
16794,-1,other
16795,9,other
16798,13,immune cell
16799,3,cancer cell
16804,17,myofibroblast
16807,21,endothelial cell
16808,28,immune cell
16809,18,immune cell
16810,2,cancer cell
16811,13,immune cell
16812,2,cancer cell
16816,2,cancer cell
16817,13,immune cell
16818,2,cancer cell
16821,25,immune cell
16825,22,stromal cell
16826,6,cancer cell
16829,21,endothelial cell
16831,22,stromal cell
16832,9,other
16834,2,cancer cell
16835,25,immune cell
16838,5,cancer cell
16839,2,cancer cell
16841,5,cancer cell
16842,20,cancer cell
16843,25,immune cell
16844,2,cancer cell
16845,14,stromal cell
16847,26,other
16848,34,cancer cell
16849,2,cancer cell
16852,2,cancer cell
16853,13,immune cell
16858,11,cancer cell
16859,3,cancer cell
16860,5,cancer cell
16861,2,cancer cell
16863,17,myofibroblast
16864,5,cancer cell
16865,4,cancer cell
16869,4,cancer cell
16870,2,cancer cell
16871,13,immune cell
16872,12,cancer cell
16874,9,other
16875,11,cancer cell
16876,18,immune cell
16879,34,cancer cell
16882,2,cancer cell
16883,11,cancer cell
16884,4,cancer cell
16885,2,cancer cell
16886,4,cancer cell
16887,13,immune cell
16888,34,cancer cell
16889,2,cancer cell
16890,5,cancer cell
16895,20,cancer cell
16897,12,cancer cell
16899,12,cancer cell
16900,13,immune cell
16901,11,cancer cell
16902,5,cancer cell
16903,5,cancer cell
16904,11,cancer cell
16905,11,cancer cell
16906,5,cancer cell
16907,12,cancer cell
16909,1,cancer cell
16910,1,cancer cell
16912,6,cancer cell
16913,32,cancer cell
16914,2,cancer cell
16915,9,other
16917,20,cancer cell
16918,1,cancer cell
16920,11,cancer cell
16921,1,cancer cell
16922,34,cancer cell
16923,11,cancer cell
16925,11,cancer cell
16926,4,cancer cell
16927,34,cancer cell
16928,5,cancer cell
16930,20,cancer cell
16931,11,cancer cell
16934,11,cancer cell
16937,4,cancer cell
16938,1,cancer cell
16940,11,cancer cell
16941,1,cancer cell
16942,11,cancer cell
16945,11,cancer cell
16946,11,cancer cell
16947,-1,other
16948,2,cancer cell
16949,20,cancer cell
16950,3,cancer cell
16951,11,cancer cell
16952,11,cancer cell
16953,11,cancer cell
16954,4,cancer cell
16956,3,cancer cell
16960,5,cancer cell
16961,28,immune cell
16962,1,cancer cell
16964,17,myofibroblast
16966,13,immune cell
16969,2,cancer cell
16970,5,cancer cell
16972,6,cancer cell
16973,11,cancer cell
16974,37,cancer cell
16976,14,stromal cell
16979,20,cancer cell
16983,12,cancer cell
16984,37,cancer cell
16985,6,cancer cell
16986,6,cancer cell
16987,12,cancer cell
16989,11,cancer cell
16991,34,cancer cell
16992,37,cancer cell
16995,16,other
16996,1,cancer cell
16997,4,cancer cell
17001,21,endothelial cell
17002,3,cancer cell
17003,12,cancer cell
17004,11,cancer cell
17005,16,other
17006,12,cancer cell
17010,11,cancer cell
17013,1,cancer cell
17014,34,cancer cell
17015,5,cancer cell
17019,12,cancer cell
17020,37,cancer cell
17021,18,immune cell
17022,11,cancer cell
17025,35,cancer cell
17026,11,cancer cell
17029,5,cancer cell
17030,-1,other
17035,11,cancer cell
17036,12,cancer cell
17038,11,cancer cell
17039,11,cancer cell
17040,12,cancer cell
17041,2,cancer cell
17042,8,other
17044,3,cancer cell
17047,14,stromal cell
17048,37,cancer cell
17049,-1,other
17050,19,other
17055,11,cancer cell
17056,2,cancer cell
17058,23,plasma cell
17059,1,cancer cell
17060,12,cancer cell
17061,8,other
17063,34,cancer cell
17064,2,cancer cell
17065,29,other
17067,29,other
17068,11,cancer cell
17069,4,cancer cell
17070,11,cancer cell
17071,23,plasma cell
17072,23,plasma cell
17073,1,cancer cell
17074,29,other
17075,11,cancer cell
17080,12,cancer cell
17081,2,cancer cell
17082,17,myofibroblast
17084,5,cancer cell
17086,5,cancer cell
17087,11,cancer cell
17088,11,cancer cell
17089,29,other
17090,12,cancer cell
17091,4,cancer cell
17092,12,cancer cell
17094,27,stromal cell
17096,-1,other
17098,3,cancer cell
17099,32,cancer cell
17100,6,cancer cell
17101,16,other
17103,4,cancer cell
17104,2,cancer cell
17105,1,cancer cell
17109,20,cancer cell
17110,34,cancer cell
17112,9,other
17114,3,cancer cell
17115,19,other
17117,12,cancer cell
17118,4,cancer cell
17120,11,cancer cell
17121,6,cancer cell
17122,14,stromal cell
17124,11,cancer cell
17125,13,immune cell
17126,20,cancer cell
17127,20,cancer cell
17128,13,immune cell
17129,14,stromal cell
17130,19,other
17131,23,plasma cell
17132,19,other
17133,6,epithelial cell
17134,5,cancer cell
17135,-1,other
17137,-1,other
17139,22,stromal cell
17140,11,cancer cell
17143,1,cancer cell
17144,20,cancer cell
17146,20,cancer cell
17147,34,cancer cell
17148,34,cancer cell
17149,20,cancer cell
17150,13,immune cell
17152,28,immune cell
17156,34,cancer cell
17157,12,cancer cell
17159,29,other
17160,2,cancer cell
17161,11,cancer cell
17162,20,cancer cell
17163,12,cancer cell
17164,12,cancer cell
17165,29,other
17166,5,cancer cell
17168,-1,other
17173,34,cancer cell
17174,12,cancer cell
17176,20,cancer cell
17177,23,plasma cell
17178,23,other
17182,11,cancer cell
17183,16,other
17184,19,other
17185,11,cancer cell
17186,2,cancer cell
17187,6,cancer cell
17188,4,cancer cell
17189,16,other
17191,23,plasma cell
17192,23,plasma cell
17193,12,cancer cell
17194,34,cancer cell
17195,14,stromal cell
17196,23,plasma cell
17197,16,other
17198,2,cancer cell
17201,4,cancer cell
17202,5,cancer cell
17203,15,myofibroblast
17204,4,cancer cell
17205,34,cancer cell
17206,34,cancer cell
17207,2,cancer cell
17208,34,cancer cell
17209,20,cancer cell
17211,34,cancer cell
17212,11,cancer cell
17213,22,stromal cell
17215,34,cancer cell
17217,34,cancer cell
17220,11,cancer cell
17221,9,other
17222,15,myofibroblast
17223,34,cancer cell
17225,5,cancer cell
17227,1,cancer cell
17228,-1,other
17229,16,other
17230,34,cancer cell
17231,37,cancer cell
17232,34,cancer cell
17234,2,cancer cell
17235,17,myofibroblast
17236,-1,other
17237,1,cancer cell
17238,1,cancer cell
17240,19,other
17241,18,immune cell
17242,34,cancer cell
17243,34,cancer cell
17244,30,other
17246,14,stromal cell
17247,30,other
17248,34,cancer cell
17250,19,other
17251,13,immune cell
17252,2,cancer cell
17255,34,cancer cell
17511,2,epithelial cell
17513,21,endothelial cell
17516,-1,other
17517,3,cancer cell
17518,20,cancer cell
17521,13,immune cell
17523,28,immune cell
17524,13,immune cell
17525,25,immune cell
17528,7,cancer cell
17530,17,myofibroblast
17532,9,other
17533,-1,other
17534,34,cancer cell
17536,19,other
17538,13,immune cell
17539,25,immune cell
17541,11,cancer cell
17542,13,immune cell
17543,11,cancer cell
17546,25,immune cell
17547,13,immune cell
17548,-1,other
17549,2,cancer cell
17551,18,immune cell
17552,13,immune cell
17554,17,myofibroblast
17556,18,immune cell
17560,9,other
17562,13,immune cell
17563,2,cancer cell
17564,2,cancer cell
17565,26,immune cell
17567,3,cancer cell
17568,18,immune cell
17570,11,cancer cell
17571,34,cancer cell
17575,-1,other
17576,9,other
17577,18,immune cell
17580,13,immune cell
17587,-1,other
17588,5,cancer cell
17591,9,other
17593,21,endothelial cell
17595,18,immune cell
17597,26,immune cell
17598,22,stromal cell
17600,2,cancer cell
17601,13,immune cell
17602,13,immune cell
17606,31,cancer cell
17610,9,other
17611,22,stromal cell
17612,17,myofibroblast
17614,19,other
17617,18,immune cell
17619,2,cancer cell
17621,2,cancer cell
17623,2,cancer cell
17624,22,stromal cell
17625,14,stromal cell
17627,13,immune cell
17628,2,cancer cell
17630,2,cancer cell
17631,-1,other
17632,31,cancer cell
17633,8,other
17634,5,cancer cell
17638,20,cancer cell
17639,5,cancer cell
17640,13,immune cell
17641,25,immune cell
17642,5,cancer cell
17643,5,cancer cell
17645,15,myofibroblast
17646,-1,other
17647,11,cancer cell
17648,12,cancer cell
17649,4,cancer cell
17650,5,cancer cell
17651,32,cancer cell
17652,4,cancer cell
17653,2,cancer cell
17654,9,other
17656,12,cancer cell
17657,-1,other
17658,-1,other
17660,5,cancer cell
17661,5,cancer cell
17663,5,cancer cell
17665,5,cancer cell
17666,5,cancer cell
17667,9,other
17668,34,cancer cell
17669,2,cancer cell
17670,5,cancer cell
17671,1,cancer cell
17672,4,cancer cell
17673,37,cancer cell
17674,2,cancer cell
17676,4,cancer cell
17677,5,cancer cell
17680,11,cancer cell
17682,14,stromal cell
17683,26,other
17684,21,endothelial cell
17686,2,cancer cell
17687,11,cancer cell
17688,4,cancer cell
17689,-1,other
17690,12,cancer cell
17695,37,cancer cell
17697,11,cancer cell
17698,11,cancer cell
17699,3,cancer cell
17700,20,cancer cell
17701,11,cancer cell
17702,3,epithelial cell
17703,4,cancer cell
17704,12,cancer cell
17705,5,cancer cell
17706,4,cancer cell
17707,6,cancer cell
17711,11,cancer cell
17712,11,cancer cell
17713,11,cancer cell
17714,20,cancer cell
17715,2,cancer cell
17716,12,cancer cell
17717,12,cancer cell
17719,-1,other
17721,5,cancer cell
17723,11,cancer cell
17725,11,cancer cell
17726,11,cancer cell
17727,11,cancer cell
17729,1,cancer cell
17732,2,cancer cell
17733,5,cancer cell
17734,1,cancer cell
17735,11,cancer cell
17736,1,cancer cell
17737,11,cancer cell
17740,19,other
17741,12,cancer cell
17742,2,cancer cell
17745,15,myofibroblast
17746,11,cancer cell
17747,11,cancer cell
17748,-1,other
17751,29,other
17752,1,cancer cell
17753,11,cancer cell
17756,37,cancer cell
17757,29,other
17758,34,cancer cell
17759,11,cancer cell
17760,34,cancer cell
17761,11,cancer cell
17762,11,cancer cell
17763,1,cancer cell
17764,21,endothelial cell
17765,5,cancer cell
17766,29,other
17769,11,cancer cell
17771,1,cancer cell
17772,18,immune cell
17774,11,cancer cell
17776,4,cancer cell
17777,32,cancer cell
17778,12,cancer cell
17779,5,cancer cell
17781,20,cancer cell
17782,5,cancer cell
17783,5,cancer cell
17784,11,cancer cell
17785,11,cancer cell
17786,34,cancer cell
17787,5,cancer cell
17789,20,cancer cell
17790,28,immune cell
17791,15,myofibroblast
17792,26,other
17798,29,other
17800,14,stromal cell
17802,11,cancer cell
17803,6,cancer cell
17804,11,cancer cell
17805,12,cancer cell
17806,11,cancer cell
17809,8,other
17811,11,cancer cell
17813,17,myofibroblast
17814,9,other
17816,6,cancer cell
17817,2,cancer cell
17818,16,other
17819,12,cancer cell
17820,6,cancer cell
17821,11,cancer cell
17823,3,cancer cell
17824,6,cancer cell
17825,19,other
17827,1,cancer cell
17831,11,cancer cell
17832,19,other
17833,34,cancer cell
17834,29,other
17836,5,cancer cell
17839,4,cancer cell
17840,20,cancer cell
17841,12,cancer cell
17842,2,cancer cell
17844,1,cancer cell
17845,11,cancer cell
17846,12,cancer cell
17847,2,cancer cell
17852,4,cancer cell
17853,4,cancer cell
17856,19,other
17857,1,cancer cell
17859,11,cancer cell
17860,2,cancer cell
17861,4,cancer cell
17862,12,cancer cell
17863,34,cancer cell
17864,29,other
17865,1,cancer cell
17866,19,other
17867,1,cancer cell
17868,5,cancer cell
17870,2,cancer cell
17871,14,stromal cell
17874,1,cancer cell
17875,4,cancer cell
17876,1,cancer cell
17877,12,cancer cell
17878,1,cancer cell
17879,14,stromal cell
17880,1,cancer cell
17881,4,cancer cell
17883,11,cancer cell
17884,12,cancer cell
17885,11,cancer cell
17886,5,cancer cell
17887,5,cancer cell
17888,11,cancer cell
17889,29,other
17890,12,cancer cell
17891,6,cancer cell
17892,15,myofibroblast
17893,8,other
17894,12,cancer cell
17895,11,cancer cell
17896,29,other
17899,3,cancer cell
17900,6,cancer cell
17901,9,other
17902,11,cancer cell
17903,14,stromal cell
17905,1,cancer cell
17906,6,cancer cell
17907,32,cancer cell
17908,5,cancer cell
17909,11,cancer cell
17910,11,cancer cell
17912,11,cancer cell
17913,2,cancer cell
17914,19,other
17915,12,cancer cell
17916,5,cancer cell
17917,27,stromal cell
17918,2,cancer cell
17919,12,cancer cell
17920,3,cancer cell
17921,12,cancer cell
17922,5,cancer cell
17923,2,cancer cell
17924,1,cancer cell
17925,12,cancer cell
17926,12,cancer cell
17927,19,other
17928,2,cancer cell
17929,11,cancer cell
17930,3,cancer cell
17931,29,other
17932,2,cancer cell
17933,1,cancer cell
17934,6,cancer cell
17935,34,cancer cell
17936,11,cancer cell
17937,20,cancer cell
17938,34,cancer cell
17940,11,cancer cell
17941,19,other
17942,20,cancer cell
17943,12,cancer cell
17944,2,cancer cell
17946,11,cancer cell
17948,28,immune cell
17949,4,cancer cell
17950,4,cancer cell
17951,3,cancer cell
17952,11,cancer cell
17953,28,immune cell
17954,11,cancer cell
17955,5,cancer cell
17956,11,cancer cell
17957,5,cancer cell
17958,23,plasma cell
17959,2,cancer cell
17960,11,cancer cell
17961,1,cancer cell
17962,1,cancer cell
17963,19,other
17964,34,cancer cell
17966,2,cancer cell
17968,20,cancer cell
17969,11,cancer cell
17971,22,stromal cell
17974,2,cancer cell
17976,15,myofibroblast
17978,34,cancer cell
17979,11,cancer cell
17980,20,cancer cell
17981,11,cancer cell
17982,11,cancer cell
17983,20,cancer cell
17984,3,epithelial cell
17985,17,myofibroblast
17987,3,cancer cell
17988,12,cancer cell
17989,11,cancer cell
17990,20,cancer cell
17991,11,cancer cell
17993,14,stromal cell
17994,11,cancer cell
17995,16,other
17997,34,cancer cell
17998,37,cancer cell
17999,16,other
18000,12,cancer cell
18001,15,myofibroblast
18002,13,immune cell
18003,11,cancer cell
18004,32,cancer cell
18007,20,cancer cell
18008,34,cancer cell
18011,2,cancer cell
18013,15,myofibroblast
18014,2,cancer cell
18015,2,cancer cell
18016,11,cancer cell
18018,14,stromal cell
18019,34,cancer cell
18020,34,cancer cell
18021,5,cancer cell
18022,14,stromal cell
18024,7,cancer cell
18025,16,other
18027,16,other
18028,20,cancer cell
18030,2,cancer cell
18031,3,cancer cell
18032,14,stromal cell
18033,14,stromal cell
18037,1,cancer cell
18038,34,cancer cell
18039,2,cancer cell
18040,14,stromal cell
18041,2,cancer cell
18042,3,cancer cell
18043,28,immune cell
18044,2,cancer cell
18045,2,cancer cell
18046,14,stromal cell
18047,34,cancer cell
18048,1,cancer cell
18050,15,myofibroblast
18051,2,cancer cell
18053,14,stromal cell
18365,5,cancer cell
18368,12,cancer cell
18369,3,cancer cell
18370,17,myofibroblast
18371,9,other
18373,-1,other
18376,17,myofibroblast
18377,18,immune cell
18378,14,stromal cell
18380,18,immune cell
18382,25,immune cell
18385,19,other
18386,18,immune cell
18387,2,cancer cell
18389,13,immune cell
18392,17,myofibroblast
18393,13,immune cell
18396,13,immune cell
18397,13,immune cell
18398,29,other
18400,13,immune cell
18403,-1,other
18404,8,other
18405,13,immune cell
18406,25,immune cell
18407,13,immune cell
18408,13,immune cell
18409,8,other
18410,-1,other
18412,-1,other
18414,25,immune cell
18417,-1,other
18419,6,cancer cell
18420,8,other
18425,13,immune cell
18429,27,stromal cell
18431,27,stromal cell
18432,21,endothelial cell
18434,21,endothelial cell
18437,-1,other
18439,18,immune cell
18440,26,other
18442,22,stromal cell
18443,26,other
18445,-1,other
18446,9,other
18447,18,immune cell
18448,25,immune cell
18449,25,immune cell
18450,18,immune cell
18451,21,endothelial cell
18452,-1,other
18454,13,immune cell
18456,5,cancer cell
18457,25,immune cell
18458,26,other
18460,-1,other
18461,18,immune cell
18462,13,immune cell
18464,13,immune cell
18466,5,cancer cell
18467,-1,other
18469,21,endothelial cell
18471,22,stromal cell
18472,-1,other
18474,21,endothelial cell
18475,13,immune cell
18476,9,other
18477,13,immune cell
18480,14,stromal cell
18481,22,stromal cell
18482,-1,other
18483,2,cancer cell
18486,14,stromal cell
18487,-1,other
18488,18,immune cell
18493,9,other
18494,-1,other
18498,2,cancer cell
18501,15,myofibroblast
18502,18,immune cell
18503,13,immune cell
18504,2,cancer cell
18505,18,immune cell
18506,22,stromal cell
18508,2,cancer cell
18510,2,cancer cell
18511,-1,other
18512,2,cancer cell
18513,5,cancer cell
18514,8,other
18517,22,stromal cell
18518,13,immune cell
18521,19,other
18522,5,cancer cell
18523,2,cancer cell
18525,13,immune cell
18526,19,other
18527,14,stromal cell
18528,13,immune cell
18529,1,cancer cell
18530,13,immune cell
18531,13,immune cell
18533,2,cancer cell
18534,3,cancer cell
18535,2,cancer cell
18538,6,cancer cell
18539,13,immune cell
18540,13,immune cell
18543,21,endothelial cell
18544,26,other
18546,11,cancer cell
18548,25,immune cell
18550,20,cancer cell
18551,5,cancer cell
18553,4,cancer cell
18556,37,cancer cell
18557,13,immune cell
18559,20,cancer cell
18561,5,cancer cell
18562,11,cancer cell
18565,18,immune cell
18567,22,stromal cell
18568,11,cancer cell
18572,5,cancer cell
18573,20,cancer cell
18574,15,myofibroblast
18576,2,cancer cell
18579,12,cancer cell
18581,12,cancer cell
18582,11,cancer cell
18586,5,cancer cell
18588,14,stromal cell
18589,12,cancer cell
18590,13,immune cell
18592,5,cancer cell
18593,-1,other
18594,2,cancer cell
18595,5,cancer cell
18596,12,cancer cell
18597,5,cancer cell
18599,11,cancer cell
18601,-1,other
18603,11,cancer cell
18604,12,cancer cell
18607,1,cancer cell
18608,13,immune cell
18610,3,cancer cell
18611,3,cancer cell
18614,11,cancer cell
18615,12,cancer cell
18616,32,cancer cell
18617,29,other
18618,34,cancer cell
18623,21,endothelial cell
18627,4,cancer cell
18631,15,myofibroblast
18632,11,cancer cell
18633,15,myofibroblast
18634,1,cancer cell
18636,11,cancer cell
18639,34,cancer cell
18640,12,cancer cell
18643,12,cancer cell
18644,6,cancer cell
18645,12,cancer cell
18646,5,cancer cell
18650,5,cancer cell
18651,13,immune cell
18653,34,cancer cell
18655,6,cancer cell
18657,13,immune cell
18658,11,cancer cell
18659,11,cancer cell
18662,2,cancer cell
18663,11,cancer cell
18664,3,cancer cell
18669,2,cancer cell
18670,-1,other
18672,11,cancer cell
18673,9,other
18674,11,cancer cell
18675,12,cancer cell
18676,9,other
18677,12,cancer cell
18680,12,cancer cell
18682,11,cancer cell
18684,12,cancer cell
18685,8,other
18687,1,cancer cell
18688,6,cancer cell
